username,rate,date,label,sentimen,reviews,produk
Nichelle23,2,02-04-2023 4:10,trusted,negative,"Yang punya kulit kering jangan coba coba deh pakai produk ini,aku beli ini gegara penasaran harganya murah review orang juga bagus bagus aku beli ternyata di kulit aku bikin tambah keringg sampai ngelupas perih gitu udah di kasih moisturizer juga masih tetep kerasa keringnya",Acnes Creamy Wash
Marbil,5,31-03-2023 12:27,trusted,positive,"Dulu pertama kali jerawatan dan beruntusan parah semuka grgr cacar air, udah berbagai macam produk aku coba ngawur (karna dulu gatau tentang skincare) dan akhirnya coba fw ini, awalnya ga expect apa² tapi baru 2 mingguan pake beruntusan aku kempes dan jerawat aku banyak yg Mateng terus kering sendiri gtu, lama2 tinggal bekas nya aja, bener² seneng banget akhirnya bebas dri jerawat tapi kalo muka lagi ga jerawatan pake FW ini jadi kusam dan kering banget, waktu itu pernah jerawatan lagi dan inget FW ini akhirnya coba lagi, tapi jerawat aku gada perubahan, dan akhirnya aku mau cari FW lain. mau bingung tapi gimana lagi ...",Acnes Creamy Wash
santijuwita,4,20-03-2023 6:22,fake,positive,"teksturnya face wash ini enak, harga juga bersahabat. nggak ngeringin sih. ya dia does the job aja gitu. cuman aroma nya itu lho. hhhmmm citrusy, tapi kayak apa ya? cuci muka pake sabun colek rasa jeruk? huhu.... trus pas dibilas langsung kesat.",Acnes Creamy Wash
tantihira,4,15-03-2023 8:52,trusted,positive,"dulu waktu remaja pertama kali punya jerawat dan panik karena muka jadi pada bruntusan, akhirnya ke indomaret cari skincare dan pilihan pertamaku waktu itu acnes akhirnya cobalah ini teksturnya creamy berbusa dikit dan bikin kering setelah cuci muka lumayan ngefek dikit jerawat ilang tapi lama banget sampe berbulan bulan pake ini hehe",Acnes Creamy Wash
putrimel_,5,14-03-2023 14:44,trusted,positive,"aku pake ini pas lagi jerawatan parah, ternyata sabun cuci muka juga sengaruh itu ya. pake ini gak bikin jerawat perih, gak bikin kering ke tarik gitu hehe, pokoknya berasa bersih keset. aku juga saranin adek aku pake ini juga pas lagi jerawatan dan dia cocok, aku emang suka ganti ganti tapi kalo gak cocok yang lain ya aku balik lagi pake ini udah 4tahun jalan",Acnes Creamy Wash
evamahira,4,14-03-2023 9:22,trusted,positive,"Beli ini krn kelupaan bawa fw aku, teringat kata kak adzillanie ada slh satu produk acnes yg mirip ama cet*phil, jadi kubeli ini aja krn mikir... kalo produk acnes ada yg mirip ama cet*phil, brrti dia cocok ma aku. Trnyata yg ini spti fw pd umumnya, cm aku terkedjoet ketika besok paginya kulihat jerawatku yg meradang tbtb jadi lebih calm dan kek mo ilang gt. Wah hebat sihh acnes! Bintang 4 krn blm ada yg ngalahin cet*phil di akuu hehe.",Acnes Creamy Wash
angelinass,5,13-03-2023 5:51,fake,positive,"Penyelamat banget, type kulitku oily acne prone dan membantu banget. Coba banyak facial wash yang gak bikin terlalu kering, eh aku coba coba beli di indomart ternyata cocok bangetttt, nilai plusnyaa acnes inigampang dicari juga😍😍😍😍😍😍😍",Acnes Creamy Wash
Olite00,5,09-03-2023 16:48,trusted,positive,"Mau sungkem sama Acnes. aku pernah jerawatan parah di jidat dan pakai ini langsung kering dan berangsur membaik sampai bekas jerawatnya pun hilang. sampai akhirnya aku yakin produk ini bagus banget buat mengatasi break out, bruntusan, hormonal dan jerawat di wajahku selalu pakai ini dan pasti sembuh. Teksturnya creamy ringan busanya ga banyak ga bikin kering harganya juga murah sekali. Dia juga membersihkan minyak dan kotoran dgn baik berasa bersih sampai ke dalam pori-pori klo habis pakai ini. Best face wash for acne, udah tube ke 3✰",Acnes Creamy Wash
rafida_,5,09-03-2023 2:45,trusted,positive,"aku suka sama face wash ini, dia ada busanya tapi ga terlalu banyak, ga bikin ketarik ataupun keset pas make, teksturnya creamy, aku make pas lagi jerawatan juga masih oke sih tapi better jangan ditiru hshshs, awet banget yang 50ml bisa 1-3 bulanan gitu kalo takaran makenya cukup ya",Acnes Creamy Wash
ekasabrinans,5,06-03-2023 6:56,fake,positive,aku paling suka sama sabun cuci muka sama produk ini. setelah menggunakan gak bikin muka jadi keset gitu. dari segi harga juga masih terjangkau dan mudah di temukan di toko sekitar aku. selain itu packaging dari produk ini juga ringan jadi cocok untuk dibawa kemana mana.,Acnes Creamy Wash
yuliaatys,4,05-03-2023 14:47,trusted,positive,"facial wash terbaik menurut aku, tekstur nya cream warna putih gitu, nggak bikin ketarik sama sekali must have product. I highly recommend this product. kalo muka nya lagi bermasalah pake ini bagus bangettt ngga neko-neko fokus membersihkan kulit wajah dari debu,polusi,dan sebagainya",Acnes Creamy Wash
mutiaaeka,1,01-03-2023 16:05,trusted,negative,"pake facialwash ini pas breakout, krna banyak yg rekomen facial wash ini bagus buat kulit berjerawat, tp sayangnya di aku ga cocok samsek bikin kering muka dan ketarik, jerawat malah makin parah meradang dan nambah jerawat di area lainnya",Acnes Creamy Wash
Keziah,2,23-02-2023 3:32,trusted,negative,"tekstur nya creamy, warna putih, lebih mudah dibaurkan untuk build busa, setelah dipakai kerasa bersih, gak ketarik. tapiiii dia claim ya fight acne bacteria, mengandung vitamin e. Padahal udh pernah denger klo jerawatan jgn pake yg ada vitamin e. alhasil jerawat bertahan berbulan-bulan di muka",Acnes Creamy Wash
dinarBalqis,4,17-02-2023 17:39,trusted,positive,"bingung sebenernya mau ngasih rating brp. awalnya aku 0 bgt soal skincare, tp sok ngide aja maskeran, dan bodohnya aku maskeran tiap hari, pdhl tipe kulitku kering. alhasil aku over eksfoliasi jadi semuka muncul jerawat kecil2 yg super duper banyak bgt. mau gk mau jd belajar skincare. banyak gonta ganti facial wash sampe akhirnya jatuh ke acnes creamy wash. dan gila bgt DIA YANG NYEMBUHIN WAJAH KU DOONGG😭😭🙏 pdhl kulitku tu tipe yg sangat2 kering sampe selalu terkelupas. tp dia work bgt di aku. jerawatku hilang semua, dan surprisingly dia bener2 100% langsung bgt ngerontokin komedo saat dipake cuci muka saat itu. aku udh 4-5 tahun pake ini gapernah ganti. tp tiba tiba gatau knp wajahku jd banyak muncul jerawat lagi. ternyata penyebabnya aku mulai gabisa pake yg ada kandungan vit C nya, sumpah sedih bgt harus berpisah sama acnes creamy wash. pdhl dia se worth it itu. Akhirnya ya aku stop pake acnes skrg. Dan masih gatau apa yg worth it. Sejauh ini 2 tahunan cari aman, jd cuma pake Cetaphil aja:(",Acnes Creamy Wash
evatrimaria,4,09-02-2023 13:36,fake,positive,"buat kulit berjerawat bagus, tapi buat wajah jadi kering, buat yang berminyak enak pasti. apalagi harganya terjangkau dan mudah ditemukan. wanginya enak, texturenya lembut jadi ngeaplikaasikannya seru.",Acnes Creamy Wash
popy_mercylin,5,07-02-2023 13:52,fake,positive,facial foam ini ringan banget di wajah...walaupun efeknya kelihatan perlahan. tapi overall bagus bagus aja .. apalagi di kulit remaja .. wanginya juga soft dan ada efek mencerahkan juga dikulit wajah ... bagus banget sih rekomen bangettt,Acnes Creamy Wash
nindyv,2,06-02-2023 6:53,trusted,negative,facial wash acnes doesnt work on me. setelah pake ini semingguan rasanya kulit muka khususnya sekitar lipatan hidung gatel. rasanya juga kurang bersih dan masih berminyak mukaku. pokoknya ga cocok dan ga bikin jerawat membaik juga jadi ga akan repurchase,Acnes Creamy Wash
ChickenFried20,4,31-01-2023 4:10,fake,positive,My second Face wash. sebenernya gaada permasalahan acne wqktu pertama kali pake. cuman aku baru aja Breakout and this face wash safe to use menurutku. dia gabukin efek dan ga ngaruh apa apa ke jerawat dan bruntusan ku. cuman bersih aja. untuk harga segitu menurutku sangat affordable. tapi sudah ga pake lagii setelah tau ph nya tinggi,Acnes Creamy Wash
syhsdillaaa,2,23-01-2023 11:55,trusted,negative,"first pake product ini krna di beliin mom,ternyata di aku ga cocok,buat bruntusan because ad kandungan alcohol nya so repurchase?no!. I feel a dissapointed but kita ga jodoh ya acnes,kulitku sensitif terhadap alcohol yg tinggi,thanks.",Acnes Creamy Wash
berthaputri,5,04-01-2023 5:47,trusted,positive,"aku menemukan sabun cuci muka yang bagus dan mantul ini di 2018...karena permasalahan muka aku yang bruntusan, jerawat kecil didahi, berminyak bahkan kadang muncul jerawat besar di hidung.. tetapi setelah aku coba pakai acnes creamy wash ini sampai sekarang 💖 aku nggak lagi pusing masalah ituu. Luv banget pokoknya 🫂✨",Acnes Creamy Wash
bluejaysca,1,02-01-2023 12:48,trusted,negative,beli ini kepepet karena facewash yg biasa gw pake lg abis di ind****t dengan expect dia membersihkan kotoran yg ada di muka gw dengan maksimal tanpa bikin kering. sebelum beli fw inipun gw udah search ingredients dan review jujur dari byuti vlogger trust review tp setelah gw pake fw ini sadly dia bikin ketarikkk bgtttttt melebihi clean n clear dann dia makin memperparah jerawat + redness huftttt jadi gw stop pemakaian dan ga lagi lagi coba fw acnes sampai detik ini.,Acnes Creamy Wash
dhira08,4,30-12-2022 15:54,fake,positive,"sebenarnya ini facial wash yg aman2 aja dipake di kulit berjerawat. wanginya hampir gaada, busanya lumayan (ga terlalu banyak, ga terlalu dikit). kalo bingung mau beli facial wash apa, pasti ambil ini😄 harganya juga murah banget, sering diskon wkwkw. sebagaimana facial wash pada umumnya, pastinya bikin kering abis cuci muka. tapi ya wajar sih...",Acnes Creamy Wash
yenninee,5,27-12-2022 6:19,trusted,positive,"Mulai menggunakan product Acnes sejak awal pandemi yang mengharuskan banget kita pakai masker, asli muka jadi parah jerawatan nya sampe mau nangis ga pernah separah itu jerawata nya, akhirnya aku cari2 produk buat mencegah dan mengobati jerawat tapi yang ga menguras di kantong, ketemulah Acnes product series. Aku rutin pakai facial wash ini sehari2 sampai dgn sekarang. Puji Tuhan masalah jerawat teratasi banget ditambah pakai produk Acnes lainnya juga. Sekian review dari aku:)",Acnes Creamy Wash
Widilistia,3,25-12-2022 2:56,fake,neutral,"aku pake ini dari 2018, sebetulnya dia bikin kulit kering sih tapi bagus juga buat ngurangin minyak, karna kan kulit aku kombinasi jd di area pipi aga ketarik, yaaa lumayan lah ya :) tapi gatau jg kenapa aku ga ganti ganti sampe skrg wkwkw udah se pw itu kali ya pake nya hm",Acnes Creamy Wash
nishadwii,5,23-12-2022 12:22,trusted,positive,"sesuai dengan klaimnya, facial wash ini memang diperuntukkan untuk kulit berjerawat. sama sekali gak bikin kulit ketarik ketika abis dipake, jadi gak ngebuat jerawat-jerawat dimuka jadi merah dan kering. untuk efek yg lain sih aku gak ngerasain apa-apa.",Acnes Creamy Wash
ilysmzaaa,3,19-12-2022 2:31,trusted,neutral,"acnes facial wash ini enak tapi ga recommended buat yang lagi nyari fw gentle, i mean produk ini ada fragrance & alcohol. dari segi ingredients banyak kandungan potensi comedogenic dan juga ga fungal acne safe friendly. so, meski ada kandungan comedogenic but produk ini dibilas setelah pemakaiannya jadi oke² aja bagi kulit yg tahan dg alcohol dan perfume",Acnes Creamy Wash
pinkeunicat,4,18-12-2022 12:41,fake,positive,"Aku pake fw ini udh bertahun2 sejak SMK sampe kerja, kuakui fw ini enakeun buat kulit yg berjerawat krn ngebantu ngeringin gitu. Tapi bbrp bln ini kulitku jadi terlalu kering, akhirnya aku pake pas seblm tidur aja. Masih selalu repurchase.",Acnes Creamy Wash
Haura,4,04-12-2022 22:21,trusted,positive,"facial wash yang termasuk aku cari kalo kulit lagi jerawatan. aku ngerasa kulitku berminyak gitu, pas pake sabun ini jauh lebih baik dan termasuk bikin kering jerawat. aku suka sih karena termasuknya ngefek di kulitku gitu. sabun ini ada foamnya",Acnes Creamy Wash
chubiegirl84,5,03-12-2022 6:30,fake,positive,aku pertama kali nyoba ini liat jemima selalu rekomenkan ini facewash. jd aku mencoba la face wash ini dan rasanya tidak keset dan habis cuci muka tidak rasa kering atau muka kerasa kayak ketarik gitu. harga juga masih cocoklah buat irt 🫰🏻,Acnes Creamy Wash
Nindya08,5,30-11-2022 12:47,trusted,positive,"Sabun wajah paling cocok pakai Acnes. Udah pakai brand ini dari waktu masih kuliah dan udah gak kehitung berapa kali repurchase. Bener-bener bikin kulit yang berminyak ini jadi bersih, mengurangi minyak tapi nggak bikin kulit wajah kering. Biasanya aku pakai sabun wajah Acnes sehari 2x.",Acnes Creamy Wash
Bellevue,5,23-11-2022 9:31,trusted,positive,"Selama sebulan akhir ini lagi sering jerawatan, ditambah jerawat hormon tiap mau dateng bulan. akhirnya mutusin pake rangkaian skincare yang acne safe! Salah satunya facewash acnes ini 😍 bener bener enak dipakenya gak licin dan jerawatku udah lumayan berkurang. Luv bgt! Selalu jadi andalan aku kalo kulit lg sering jerawatan ❤️",Acnes Creamy Wash
miraindrasari,3,20-11-2022 12:16,trusted,neutral,"Dulu beli bareng semua rangkaian perawatan jerawatnya si acnes. Lumayan sih cleanser ini. Tapi ya itu, tidak berefek apa2 terhadap jerawatku. Mungkin karena waktu itu jerawatku termasuk jerawat hormonal dan bruntusan. Endingnya ke dokter kulit karena ga sembuh2, udah pake apapun, hidup sehat dijalanin dan sampe minum air kelapa tiap hari pun T_T",Acnes Creamy Wash
AbiyazkaZahra,3,19-11-2022 7:52,trusted,neutral,"oke biasanya aku minta punya adek sekarang aku minta punya kakak, kebetulan lagi main ke rumahnya dan lupa bawa sabun muka, jadinya aku minta punya dia. tekstur sesuai mamanya ""creamy"", busa lumayan ada deh, wangi ngga terlalu (mungkin karena didesign untuk kulit sensitif ya), sayangnya 1000 sayang kulit aku ga cocok sama produk ini. pake 1x pagi hari, sorenya langsung ada jerawat besar di hidung. padahal lagi ga ganti skincare apapun. maaf ya acne kita ga berjodoh padahal klaim nya bisa untuk kulit sensitif tapi di aku ga cocok",Acnes Creamy Wash
fitriii99,5,14-11-2022 18:45,trusted,positive,"Jujur bener2 bagus banget sih produk ini..Awal pemakaian thn 2020an pandemi muka break out parah nemu dan tau produk ini dari yt liat review nya, coba2 acnes acne series yg sepaket kecil dan murce jg end then sampe skrg deh break out alhamdulillah menghilang, paling tinggal jerawat 1-2 yg muncul karna hormon tp jujur beruntusan mh masih ada sih di jidat dan pori pori di wajah jg jd besar tp bye bye break out! Sekarang cuma pake pencuci wajahnya aja😁
 btw pas pake yg series kan ada gel nya ygbuat ditotolin ke jerawat nya itu, di aku gak cocok dulu jadi kulit muka ku ngelupas dan panas gitu.Di stop lah yg gel nya.Pas break out jd nya cuma pake creamy wash sm powderpowder",Acnes Creamy Wash
riemaisgood,5,14-11-2022 12:25,trusted,positive,"Menurut aku ini holygrail aku dalam mengurangi jerawat tapi bermodalkan cuci muka doang. Bener bener jerawat aku jadi kering dan kempes kalo pake sabun cuci muka ini. Keren banget, selalu repurchase berkali-kali dan ga pernah nyesel. Kaya barang yang udah pasti balik lagi ke dia gitu walaupun sempet coba coba yang lainnya",Acnes Creamy Wash
thisisricka,5,11-11-2022 1:44,fake,positive,"Skincare andalan aku di minimarket apalagi kalau mager beli di E-commerce, tinggal ke minimarket terdekat dan sering banget diskon ini huhu kurang apa lagi coba, aku suka dia ringan dan gak bikin aku bruntusan atau jerawat malahan bikin ilangin acne?? perfect banget.",Acnes Creamy Wash
pitaarum21,5,04-11-2022 7:36,trusted,positive,udah lama banget pake ini. entah udah habis berapa kalo 10 lebih sih jujur enakk banget pake ini ga bikin kering yang ketarik tarik gitu. wajah aku juga tetep lembab dan enak jerawat jerawat di wajah aku juga kerasa banget berkurang kalo ga pake ini malah pada muncul,Acnes Creamy Wash
yukarichan,4,03-11-2022 23:43,trusted,positive,"Aku udah pake produk ini semenjak SD wkwkwk, jadi kalau dihitung-hitung aku sudah make produk ini selama 10 tahun. Sebenernya aku gtw sih emg wajah aku yang jarang jerawatan atau krn produk ini aku jarang jerawatan hehe. Tiap kali muncul jerawat tuh, pasti cepet banget masaknya. Cuman emg sih kalo facial wash doang kagak cukup, soalnya wajah aku emg terhindar dari jerawat, tapi ga terhindar dari kusam dan komedoan. So, menurutku facial wash ini udah ampuh banget kalau nge-hadepin masalah jerawat!!",Acnes Creamy Wash
soniaarz_,5,03-11-2022 7:51,fake,positive,"aku udah repurchase berkali kali soalnya ini yang cocok di aku. berasa bersih banget kulitnya kalo abis cuci muka, ngga bikin ketarik dan kering jadinya minyak di muka juga ngga makin banyak. wanginya juga lembut, ngga yang nyengat gitu. best!!",Acnes Creamy Wash
LidyaS,5,29-10-2022 16:20,fake,positive,"Kayaknya aku pakai sabun ini udah ratusan kali deh 😅🤣 jadi karena muka aku berminyak jadi jerawat suka gampang muncul. Nah tapi sejak pake ini jerawatnya berkurang trus aku juga suka sabun ini karena ga bikin kasar, malah enak setelah cuci muka berasa ""keset"" gitu mukanya 😂😆 anyway, recommemd buat yang oily ya mukanya.",Acnes Creamy Wash
Gemma_evrard,4,29-10-2022 9:11,trusted,positive,"untuk mukaku yg normal2 aja aku ngerasa fw ini gada efek sama sekali ya. tapi adekku yg berjerawat juga pakai ini, setelah 6 bulan pemakaian paket acnes lengkap, bener2 jerawatnya berkurang sih. sabunnya juga enak gada bau2 yg nyengat di idung. natural aja gitu.",Acnes Creamy Wash
Esyaheliana18_,5,27-10-2022 4:48,fake,positive,"pertama kali cobain acnes ini awalnya ragu ragu takut tidak cocok karena kulit ku sensitif parah dan Alhamdulillah pas coba produk ini cocok gk bikin iritasi di kulitku ,baunya juga enak tidak lengket di kulit dan menjaga kelembaban kulit ku",Acnes Creamy Wash
lukisii_,5,23-10-2022 13:26,fake,positive,Produk facewash aku yang cocok dari jaman smp. Salah satu produk yang ampuh banget buat aku kalo lagi breakout. Sempet gonta ganti facewash tapi selalu balik ke facewash ini lagi dan lagi. Selain harganya murah tapi kualitasnya keren banget. Buat yang lagi breakout aku saranin coba produk ini dulu apalagi yang butuh harga terjangkau.,Acnes Creamy Wash
Dinda_espe,4,18-10-2022 7:03,trusted,positive,"jamannya muka gi breakout pake fw ini, dulu pernah pake skincare ala dokter yang belum tau terdaftar di bpom ngganya, malah jadi breakout. pake ini bikin kemunculan jerawat dimuka aku jadi lebih kalem, meskipun suka tetep timbul 1-2 jerawat. tp akhirnya aku nemu fw yang sama aja harga tapi lebih ngaruh sih nahan munculnya jerawat dimuka aku, jadi sekarang udah gak pake lagi",Acnes Creamy Wash
Bieber,5,07-10-2022 8:12,fake,positive,Varian ini yang paling cocok dan bagusss dikulitku. Banyak varian acnes fw yang keren2 tp aku memang ditakdirkan untuk make yg classic dan biasa aja hehehe. Ini fw andalanku. pokoknya ter ter the best. ga nimbulin jerawat dan aromanya lembut. recommended !!!,Acnes Creamy Wash
_firma,5,03-10-2022 4:49,trusted,positive,"Aku sebenarnya beli ini setelah nonton YouTube Kak Jemima, aku waktu itu sempet banyak jerawat dan akhirnya aku coba acnes yang creamy wash, pelan pelan jerawat aku agak hilang terus waktu red day juga jerawat gak sebanyak biasanya yang sampe muncul jerawat besar yang bernanah, muncul jerawat kecil tapi gak lama ilang. setelah dicoba emang sesuai sama kulit aku dan jadi mulus nih yakan",Acnes Creamy Wash
casthayiest,3,01-10-2022 11:51,trusted,neutral,"sebenernya ini fw nya bagus ga bikin kering ketarik cm yg aku gasuka dia ada butir"" scrubnya gt buat kulitku yg sensitif itu sgt ga dulu dan sehari after pemakaian, kan ini punya temenku ya pas itu disekolah siang hari cuci muka aku minta biar mukanya ga kilang minyak gt eh ternyata malah bruntusan + muncul jerawat bintik yg ada matanya ga terlalu banyak sih tp ku tdk akan pakai lg pls kapok coba"" punya temen lg ujung' nya gacocok kan kl breakout jd eman soalnya skincareku mahal",Acnes Creamy Wash
faraaahadam,5,12-09-2022 3:58,trusted,positive,Sabun mukanya oke oke aja sih dimukaku ga bikin kering dan ga memperparah jerawatku. Pas beli itu nyoba yang travel kit gitu terus cocok cocok aja akhirnya beli lagi face washnya. Produk acnes bagus sih harganya murah terus cocok juga dimukaku yang sensitif ini,Acnes Creamy Wash
irfayla,4,02-09-2022 14:01,fake,positive,"Harganya cukup terjangkau. Produk ini mudah ditemukan dimana-mana termasuk di Indomaret dan Alfamart. Teksturnya seperti namanya, creamy. wanginya enak, soft. Suami cocok pakai ini. Nyoba yang varian lain malah gak cocok. Karena kemasannya sama semua cuma beda tulisan aja, jadi kalau mau beli harus teliti",Acnes Creamy Wash
Diananov,5,31-08-2022 14:23,fake,positive,"Face wash terenak dan termurah yg pernah kucoba karena seenak itu, baunya pun relaxing, setelah dibilas memang ada sedikit rasa ketarik tp di kulitku tetap nyaman dan suka banget sm klaimnya yg membantu mencegah timbulnya jerawat, yap di aku terbukti bener. wajib coba !!! 🤩",Acnes Creamy Wash
jiminee10,4,31-08-2022 5:02,fake,positive,"salah satu rekomendasi facial wash drugstore yang worth. busanya banyak tapi ga bikin ketarik di mukaku. dulu waktu jerawatan pakai ini tapi sekarang uda engga. enakk banget dah, ga takut iritasi. dari semua varian facial wash Acnes yang pernah dicoba aku paling suka ini",Acnes Creamy Wash
Kirana45,5,28-08-2022 3:05,trusted,positive,"Bagus untuk yang kulitnya berminyak tapi kalo di kulit kombinasi aku cuma bagus di area T zone doang,di bagian lain bikin kering kerontang,kurang gentle sih menurut aku.Lumayan works untuk jerawat tapi lumayan lama untuk ngehilangin bekasnya.",Acnes Creamy Wash
Marthasiska,5,27-08-2022 7:07,trusted,positive,"Cuma ini sabun wajah yg paling cocok di aku. Uda banyak gonta ganti sabun wajah, cuma ini yg lembut di wajah, busa nya juga gak buat wajah ku kering dan yg pasti nya bisa banget buat mengurangi minyak jga jerawat di wajah. Kalau di wajah ku ini cocok",Acnes Creamy Wash
cafikuy,4,27-08-2022 7:06,fake,positive,"Facial wash acne ini bagus sihhh buat muka bruntusan, abis cuci muka juga ngerasa agak cerahan mukanya. Gampang ditemuin juga di minimarket. Harga juga gak terlalu pricey. Ok lah buat daily, abis cuci muka gak ketarik bgt.",Acnes Creamy Wash
Queenlia,4,21-08-2022 2:53,trusted,positive,"firat time aku nyoba nih facial wash tuh pas sma, itupun karrna harganya promo, wajahku pas sma tuh bruntusannn parah plus jerawatan di pipi, saking banyaknya sampe aku udah bodo amat gituh sama kuliat wajah sendiri, tapi aku kaget sihh pas udah mulai pake nih facial wash, kok lama2 brustusku hilang ya dan jerawat ku mulai sembuh, walaupun makan waktu 1 bulanan tapi aku kagettt bgttt sih parah.. padahal itu bruntusan dan jerawat dari smp udah kagak hilang2.. parah sihhh bagus bgtt sebenarnya nih facial wash, gw udah make sampe tube ke 11 kali.. :)",Acnes Creamy Wash
stefaniexz,5,20-08-2022 8:39,trusted,positive,"Face wash Acnes emang ga diragukan lagi sih, ngefek banget di aku wajah jadi kelihatan lebih bersih dan cerah. habis pakai pun ga bikin kulit wajah jadi kering. yang penting habis pakai fw langsung pake toner biar pH wajah jadi terhidrasi. Mantapp!",Acnes Creamy Wash
cheezy,3,14-08-2022 5:27,trusted,neutral,"Facewashnya menurut aku oke aja sih, ga bikin muka makin kusam/bruntusan, tapi gaada efek yang gimana gimana banget juga. abis cuci muka emang agak cerahan sih, tapi untuk klaim yg membersihkan banget kayanya nggak terlalu keliatan efeknya. repurchase? mungkin aku bakal cari facewash lain dulu yang lebih keliatan efeknyaa",Acnes Creamy Wash
Echasaras,1,12-08-2022 14:17,trusted,negative,"Mengandung bahan pembersih yg mengeringkan kulit myristic acid dan fragrance alergi kulit dan alkohol zat yg pengering kulit melucuti kulit menggerus hydrasi kulit. Ini pembersih yg buruk untuk kulit sensitif blemish prone skin yg rentan kemerahan, ini mengeringkan kulit lebih jauh bahkan untuk kulit berminyak membuat kering lapisan atas sedangkan berminyak dibawahnya dan memperburuk tekstur kulit. Untuk kulit normal berminyak ini bagus",Acnes Creamy Wash
Catrice04,5,11-08-2022 23:51,trusted,positive,"Typical basic skincare pada umumnya, busanya gak terlalu melimpah, cukup membersihkan, harganya murah, tersedia di banyak market place, teksturnya thick kehijauan. Sensitive skin pun aku rasa bakalan cocok untuk punya produk acnes ini.",Acnes Creamy Wash
Iyhaliya,5,09-08-2022 15:01,trusted,positive,"Dari beberapa basic skincare ku, Acnes Creamy Wash ini masuk sebagai salah satu facial wash yg gak neko neko. Gak bikin trigger jerawat. Gak bikin kulit kering ketarik. Wanginya juga gak ganggu. Pokoknya meskipun banyak busanya, tp dia bukan tipe cleanser yg bikin kering ketarik gitu, rekomen bgt",Acnes Creamy Wash
Kprbw,4,09-08-2022 13:48,trusted,positive,"Ini teksturnya creamy gitu, sesuai sama namanya. Mm.. aku coba ini karena lagi mau ngirit hehe, waktu itu aku beli pas ada diskon, jadi harganya murah. Kata orang sih bikin kulit ketarik, tapi kalo di aku aman-aman aja, dan bersih di wajah, dengan syarat cuci mukanya engga boleh terlalu lama. Efeknya ke jerawat engga terlalu terasa ya, karena dia cuma sabun wajah. Terus, minusnya dia perih di mata sih. Tapi sejauh ini enak kok dipake di wajah sensitiveku",Acnes Creamy Wash
Elsaalifia_,5,07-08-2022 15:59,fake,positive,"syukur ini cocok di aku. ga bikin kering ketarik, wangi banget, teksturnya krim banyak busanya. walaupun suka gonta ganti facewash selalu balik ke dia.. gampang ditemuij juga di minimarket terdekat kadang promo yaudah ini aja hehe",Acnes Creamy Wash
aynursafitri,5,02-08-2022 4:22,trusted,positive,been using this since SD! sempet gonta-ganti tapi selalu balik lagi ke si Acnes Creamy Wash my love ini! aku suka banget tekstur FW yang creamy dan busanya gak terlalu banyak kaya mandi balon gini. setelah dibilas pun dia emang bikin kering sih cuman ga parah sampe perih ketarik gitu. suka banget dia selain bersihin wajah aku dia juga aku pake buat bacne dan gampang keringin jerawat aku di punggung🐸👍🏻🤍,Acnes Creamy Wash
dona_herdy_prasetyo,5,30-07-2022 15:40,fake,positive,"Yes facial foam ini bnr2 penyelamat kulit aq kalo lagi rewel bruntusan, jerawat an n kusem.. Dipake pagi ato malem tetep aq suka.. teksturnya creamy n busanya byk.. step selanjutnya hrs pake toner yg menghidrasi jgn lupa.. fix bakal repurches trs.. murah banget lagi",Acnes Creamy Wash
irmanandaar,5,29-07-2022 2:16,trusted,positive,facial wash kecintaan aku banget. pertama kali pake langsung jatuh cinta. berhubung aku picky banget buat milih facial foam ini salah satu kecintaan aku banget. teksturnya cream tapi ga bikin ketarik muka. kalo mukaku udah sumuk atau mulai berjerawat pake ini langsung mereda jerawatnya. pokoknya suka banget,Acnes Creamy Wash
SafaMuara,4,28-07-2022 23:45,trusted,positive,"untuk mukaku yg normal2 aja aku ngerasa fw ini gada efek sama sekali ya. tapi adekku yg berjerawat juga pakai ini, setelah 6 bulan pemakaian paket acnes lengkap, bener2 jerawatnya berkurang sih. sabunnya juga enak gada bau2 yg nyengat di idung. natural aja gitu.",Acnes Creamy Wash
mentaritiara,3,28-07-2022 1:24,trusted,neutral,"facial wash yang bikin kulit jadi kering banget huhu, mungkin buat orang yang kulitnya berminyak dan berjerawat banget worth it. tapi buat aku yang kulitnya kering dan gaterlalu banyak jerawat malah jadi memperparah jerawat karena kering kerontang kulitnya. oh iyaa cuma bagusnya fw ini bikin cerah gitu sih di aku",Acnes Creamy Wash
Meliya98,5,25-07-2022 20:24,fake,positive,"buat aku diatuh penyelamat dari beruntusan, face wash sebelumnya selalu bikin kulit aku kering. tapi inituh enggak bikin kulit aku kering ketarik. udah repurches ber-tube tube suka sih harganya juga murah",Acnes Creamy Wash
margie_riri,5,22-07-2022 15:53,fake,positive,"alhamdulillah cocok. udh pasrah muka jerawatan pakai krim dan facial wash merk e*a*a . trs coba pake ini, harga murmer ternyata muka lbh welcome. gk breakout lg. gak bikin kering jg di wajah aq. 😍 harga murmer kualitas no murahan buat aq",Acnes Creamy Wash
rikaaa,3,22-07-2022 6:56,fake,neutral,"awalnya cuma coba2 karna facialwash yg lama udh habis. pemakaian 1 bulan udh berasa perbedaannya, kulit muka jadi lebih cerah dan jerawat jadi cepet kering. harganya juga affordable, cocok buat anak sekolah, mudah dicari juga.",Acnes Creamy Wash
