username,rate,date,label,sentimen,reviews,produk
sasmitatw10,4,21-09-2021 1:06,trusted,positive,"Ngalamin banget jerawatan satu muka parah, kusem, berminyak jaman smp-sma. Udah Nyobain beberapa face wash tapi ga ada yang ngefek. Dan pada akhirnya nyobain face wash Ini menurut aku penyelamat banget waktu itu. Teksturnya creamy ga narik waktu cucimuka. Berminyak di wajah aku berkurang, jeriwi hempas 🥲. Udah habis ber tube tube ga keitung, so happy 💯",Acnes Creamy Wash
nbilarahmwti_,5,20-09-2021 15:08,fake,positive,"aku make facial wash ini pas kelas 10 smk dan skrg aku uda lulus sklh, kulit aku cenderung oily dan aga sensitif. ternyata pas aku nyobaaa eh cocok muka aku bener"" enk banget trs aga cerahan jugaa pokonya luv banget",Acnes Creamy Wash
marceliacianny,5,20-09-2021 9:18,trusted,positive,"Nah, ini face wash kalo ga salah ke 3 aku coba setelah brand brand lainnya. Ini aku dah pake semenjak 4-5 tahun yang lalu gitu. Aku tahu brand Acnes ini dari sepupu aku tapi dia ga gunain yang 'Creamy Wash'. Aku pilih produk ini awalnya karena memang lagi explore face wash yang cocok dengan wajah sensitifku ini. Dan jujur aku ga expect aku bakal gunain produk ini dalam jangka panjang tapi ternyata cocok untuk kulit wajahku ini yang sensitif dan berjerawat, so berlanjut deh pake produknya sampe sekarang🤗",Acnes Creamy Wash
hasnaun_,5,19-09-2021 15:39,trusted,positive,"facial wash pertama kali yang kupakai pas dapat jerawat. dannnn cocok. karena dia foam jadi ringan banget rasanya tapi gak bikin kulit ketarik. gak bikin tambah jerawatan, dan ngurangin jerawat si menurutku meskipun agak lama ya penyembuhannya di aku tapi at least gak nambah jerawat. dan wangii. wanginya kaya pakai herbal. suka banget 👍👌",Acnes Creamy Wash
dvpsrbu,2,19-09-2021 4:15,trusted,negative,"Facial wash ini bikin muka aku berustusan parah dan jerawatan, awalnya aku kira jerawatnya kering, tapi beruntusan makin banyk dan gak abis2 jerawatnya, ga mau lanjutin make, serem bikin makin banyak, bruntusan di dahin dan pipi bagian bawah, Repurchase? NO",Acnes Creamy Wash
dinaamaalia,3,17-09-2021 14:41,trusted,neutral,"Menurutku kalo kalian rutin pake facewash ini, dia bakal selalu bagus dikulit kalian. Aku dulunya cocok pake ini, tp sejak ganti ke yg lain malah pas mau balik ke acnes nggak cocok. Jujur pas pertamakali pake Acnes ini dia cepet banget untuk ngeringin jerawat, harganya juga affordable pelajar friendly",Acnes Creamy Wash
rafninaz,5,12-09-2021 14:28,trusted,positive,"let me show product that make me sungkem🙏🏻 akibat stres, muncul jerawat yang susah banget ilangnya tipe jerawat whitehead & pustule. Setelah dipakai ternyata cocok banget gabikin muka ketarik, yang bikin enaknya lagi muka jadi cerah dan super lembab. Jerawat kempes dalam 3 hari secepat itu karena produk nya super bagus & aman ber bpom. So wanna try?",Acnes Creamy Wash
Newbornjeje,4,12-09-2021 3:03,trusted,positive,"nyoba ini karena lagi bosen sama yg varian oil control, pengen coba-coba aja ceritanya karena penasaran juga sama ""creamy wash"" kan jarang banget ya ada facewash yang creamy gitu. dan setelah aku coba dia teksturnya emang seperti cream gitu, pas dipake awalnya takut bikin berminyak tapi ternyata engga, setelah pemakaian juga jadinya muka kenceng tp tetep lembab gitu ga kyk varian yg lain kurang melembabkan. tapi ga terlalu suka sama aromanya yg aroma kemedis2an itu (?), setelah 1 tube abis aku engga repurchase lg krn lbh suka varian lainnya",Acnes Creamy Wash
fitrianahabsari,5,11-09-2021 23:39,trusted,positive,"sesuai dengan namanya tekstur produk ini creamy banget aku mulai pakai ini karena berjerawat parah, produk ini membantu mengurangi minyak berlebih sehingga cocok banget buat kulitku yang berjerawat, aku secinta itu sama produk ini karena aromanya wangi dan ngga bikin kulit kering",Acnes Creamy Wash
ashamutia_,4,11-09-2021 15:00,trusted,positive,"waktu itu beli karna lagi hits-hits nya , kalau untuk ngilangin jerawat kurang tau karna mukaku nga jerawatan. untuk kelebihan lainnya nga terlalu berasa. ya kayak facial wash pada umumnya aja.... nga se spesial yang orang bilang😂😂😂😂😂😂",Acnes Creamy Wash
Pramesuari,4,11-09-2021 14:01,trusted,positive,"Pakek ini karena kulitku jerawatan+berminya. Habis pakek ini kulitku ga terasa ketarik.Untuk jerawatnya ga begitu ngefek.tp karna ini sabun cuci muka jadi ga terlalu pilih-pilih asal jangan ketarik aja pas di basuh okelah. Aku selalu beli yg mini size, entah kenapa beli yg full size selalu aja break out parah,berasa racikannya beda atau gimna gatau juga(?) Jadi sampk sekarang belinya cuman yg mini size aja",Acnes Creamy Wash
firstyaab,4,11-09-2021 9:20,trusted,positive,"Ini adalah FW pertama aku sejak awal aku breakout puasa skincare, terus awal aku berani cobain FW lagi langsunh cobain FW ini, first impression di kulit aku pertama kali kalo abis make FW ini itu keset tapi ngga ketarik sih, mungkin karna dia berbusa cukup banyak jadi emang ngasih efek mengangkat minyak di wajah🧐
 Kalo untuk ingredients nya dia mengandung sls, dan fragrance si, mungkin kalo kalian skin bariernya lagi tipis atau sensitif mending pilih FW lain ajah💕 karna waktu itu dikulit aku cekit2 wkwk jd aku cuma pake di malam hari",Acnes Creamy Wash
fransiscafaby,4,10-09-2021 2:32,trusted,positive,"Kalo fw acnes yg pertama bgt belinya bkn yg ini sih , tp yg foam. Meskipun dia bentuknya gak gel gitu , kulitku bisa tolerate dan ga ada efek negatif setelah pemakaian. Cukup lembab tapi ga bikin berminyak kok. Enak banget , terus juga ga bikin cekit2 ato perih kalo misal ada luka di wajah, jadi makin suka. Tapi aku ga pernah pake rutin sih , cuma kalo pergi2 ke luar kota aja , aku baru bawa sabun ini 😟",Acnes Creamy Wash
Adiansyah,4,08-09-2021 18:18,trusted,positive,"lembut di muka, busanya juga pas dan nggak bikin muka kering setelah dicuci. pas make produk ini aku juga ngerasa wajahku lebih kalem dan jerawat juga jadi cepat kering dan bekasnya memudar lebih cepat. aku juga suka wanginya yang beraroma jeruk bikin rileks. Bakal repurchase.",Acnes Creamy Wash
dinastiwanabrata,4,08-09-2021 17:19,trusted,positive,"Acnes creamy wash ini sebenernya ngaruhh banget ke jerawat aku, cepet bangett bikin jerwat aku kering. tapi fw yang satu ini agak kurang cocok buat kulit aku karna bikin kulit kering ketarik gitu🥺 awalnya sih ku biarin tpi lama"" bikin iritasi d sela"" hidung aku huhu😭 terpaksa deh aku pindah ke fw lain eh malah jerwatan skrng aku lagi pake acnes lagi sambil nunggu paket fw aku datang🥺",Acnes Creamy Wash
karinakarel,5,06-09-2021 8:04,trusted,positive,face wash favoritku. aku pake ini karna clainya buat acne prone skin. dia teksturnya creamny sesuai namanya. ga bikin wajahku kering ketarik. masih tergolong gentle di kulit wajah aku. dia juga bisa meredakan kulit aku kalo lagi merah-merah,Acnes Creamy Wash
rizkaayuatiks,5,04-09-2021 6:27,trusted,positive,"Awalnya sih love hate relationship sama produk facewash ini, karena aku orangnya suka gonta-ganti facewash jadi jarang banget repurchase facewash. Paling mentok habis 3/4 tube. Setelah lepas krim dokter akhir 2018 pake ini bener2 bikin muka kering dan kelopek di pinggir hidung. Jadi gak repurchase lagi. Tapii waktu KKN, Januari 2020. Dan waktu itu aku pake facewash sariayu yang acne ngerasa gak ngefek apa-apa padahal udah habis 3/4 tube. Alhasil aku nyoba lagi si Acnes Creamy Wash ini punya temen KKNku. Dan gak ada efek apa-apa, tapi beneran berasa bersih dan cerah hahaha. Setelah si sari ayu habis. Lalu memutuskan untuk ganti ke Acnes Creamy Wash (sekitar Maret 2020) , dan benar-benar cocok banget sama FW ini. Setelah cuci muka rasanya cerah, bersih, seger, gak bikin kering atau kelopek sekitar hidung, dan yang paling penting adalah bikin jerawat jadi cepat kering. Pernah sekali pindah ke lain hati pake wardah acnederm malah jerawatan di jidat (padahal walaupun aku acneprone skin gapernah namanya jerawatan di jidat 😭) tapi yaudah aku tetep pake sampe habis karena udah terlanjur beli. Terus balik lagi ke si Acnes dann si jerawat di jidat udah goneee 😭😭😭. Gamau ganti facewash lagi ❤️❤️❤️
 Karena udah hampir 2 tahun pake ini gapernah ada efek negatif 👍🏻👍🏻
 Gampang dicari dimana-mana, harganya murah, ada versi 50gr dan 100gr. Kalau beli di shopee 100gr cuma 22-25K dapet free acnes sealing gel.",Acnes Creamy Wash
meloveyou,4,02-09-2021 12:48,trusted,positive,beli ini karena sebelumnya pake facial wash dari dokter. dan mau beralih ke skincare drugstore yg gampang dicari..pilih acnes karena emg kulitku pori2 besar gampang jerawatan jg..Sempet purging diawal karna dia ada Lactic Acidnya tapi lama-lama untungnya cocok. harganya juga murah 19k ukuran sedang dan ga bikin kulit kaya ketarik..Aku emang butuh FW yg murce karena cleansing oilku udah kemahalan 🥲🤭,Acnes Creamy Wash
ntiii_,4,31-08-2021 10:28,trusted,positive,"Produk ini jadi salah satu basic skincare yang solid buat kulit aku. Face wash yang gak neko-neko. Efek bersihnya dapet, gak ada reaksi negatif di kulit, gak bikin kulit kering ketarik walaupun busanya lumayan banyak tapi tetap halus. Jadi produk yang aku pake kalau darurat karena mudah banget dicarinya.",Acnes Creamy Wash
Diasagitaa,2,26-08-2021 10:23,trusted,negative,"Ga cocok:( Emang dasarnya aku susah banget cock sama facial wash apalagi yang busanya banyak. This fw busanya banyak, dan after effectnya sangat kering dan keset. ABis pakai juga muka jadi agak panas, dan muncul jerawat.",Acnes Creamy Wash
dellaauliani,4,25-08-2021 22:15,trusted,positive,"aku make acnes karena kulit ku berjerawat, facewash ini tipe facewash yang banyak busanya tapi gak bikin muka kering, untuk efeknya gak ada sih kayanya, paling cuma bikin kulit jadi lebih bersih sama mencegah jerawat, untuk ngurangin jerawat sih kayanya enggak. aku suka wanginya seger kaya wangi jeruk nipis gitu",Acnes Creamy Wash
arlin826,3,25-08-2021 4:42,trusted,neutral,"aku suka pake ini soalnya bikin kesan wajah bersih dan mencegah jerawat aja, selebihnya biasa aja. ini gak mengurangi jerawat yg udh ada ya, gak bikin tambah kering jerawat dll tp oke lah. teksturnya krim dan busanya lumayan banyak. sayangnya habis pake ini bikin wajah kering ketarik jadi harus cepet2 pake skincare",Acnes Creamy Wash
oktria,3,23-08-2021 15:37,trusted,neutral,"sehabis pakai sabun ini wajah berasa lebih bersih cuman agak kering setelah cuci muka apalgi untuk yang kulitnya kering mungkin agak mengganggu, gak terlalu berefek untuk ngilangin jerawat tapi setidaknya gak bikin nambah banyak juga , lumayan untuk yang mau ngejaga wajahnya biar tetap bersih dan bebas minyak",Acnes Creamy Wash
indahff,5,23-08-2021 5:25,trusted,positive,"Nyobain acnes creamy wash kedua kali, setalah muka tb2 break out lagi. Dulu pertama nyobain pas masih sekolah. tekstur yang lembut banget berbusa dan gampang banget di bilas. karena aku kurang suka fw yang berbentuk gel, karena susah banget di bilasnya. acnes creamy wash best banget deh pokok nya calm bgt di muka aku, dan dia gabikin kering ketarik sm sekali di muka😍",Acnes Creamy Wash
Auliawul,5,20-08-2021 13:18,fake,positive,"Udah pake bertahun tahun. Facial wash yang ga kering atau ketarik di kulitku. Jadi ga bikin breakout juga. Ga ninggalin rasa licin, jadi kerasa bersih. Plus gampang dicari di toko terdekat dan ringan di kantong",Acnes Creamy Wash
Hyobseo,4,20-08-2021 12:47,trusted,positive,"aku awalnya tertarik karena banyak yang bilang kalo acnes creamy wash ini ampuh banget buat nanganin jerawat sama minyak berlebih. sebenernya udah berulang kali pake tapi entah kenapa pengen nyobain ke fw yang lain hehe. setelah cucimuka rasanya ga terlalu lembab tapi ngga ketarik juga. baunya enak, ngga nyegrak gitu. anehnya waktu aku pake yang ukuran kecil cocok banget dimukaku, tapi setelah beli full sizenya malah ga cocok, jadi muncul jeriwi kecil di jidat. overall bagus, aku bakal ngerekomendasiin temenku kalo mereka minta rekomendasi basic fw untuk muka berjerawat.",Acnes Creamy Wash
DindaYogaswari,3,20-08-2021 11:22,trusted,neutral,"Awal awal dipake produk ini bagus banget sih, tapi setelah memasuki bulan bulan berikutnya mulai ga ngefek lagi di muka aku. Padahal pernah jadi sabun muka kecintaan. Worth it sih untuk harga segitu. Tapi bagi yang tidak cocok produk yang isi alcohol jangan dicoba yaa",Acnes Creamy Wash
Erudita,2,20-08-2021 6:21,trusted,negative,"Aku cobain ini pas masih kuliah, pas jaman2 jerawatan parah sama kusem. Gak ngaruh samsek di aku huhu 🥲 aku cobain serangkaian sm tonernya juga gak ngaruh, kaya ga bersih aja gitu di wajahku.. after effectnya juga bikin wajahku kering.. sayang sekalii",Acnes Creamy Wash
fatimahranti,5,19-08-2021 14:56,fake,positive,"aku punya masalah wajah bruntusan dan kadang jerawat. fw ini gak bikin muka aku nambah jerawat, teksturnya yg creamy seperti namanya, bau fw juga sangat segar apalgi hasil setelah mencuci muka gak bikin kulit wajahku kering ketarik. love it!. mumpung diskon mending beli sekarang",Acnes Creamy Wash
imnais,4,19-08-2021 10:01,fake,positive,"bikin jerawat aku tenang, dan cepet kering tapi ga bikin perih dimuka, ga bikin kaku setelah cuci muka, bener bener gentle and moist, produknya juga bisa ditemuin dimana mana, gampang banget baik offline maupun online dan harganya buat perawatan jerawat murce banget sih",Acnes Creamy Wash
anittttt,5,18-08-2021 13:48,trusted,positive,"produknya acnes emang gak perrnah ngeceewain pokoknyaa. udah mah harganya murah, gampang ditemuiin, manjur buat ngurangin jerawat di muka aku. tapi sayang kalau pake ini mukaku jadi keriiingg bangett jadi kalau abis pake inu harus pake toner hydrating yang banyak terus pake essens sm pelembab yg bener2 bisa ngelembapin muka but over all oke sih worth it buat yg lagi cari face wash buat pas lagi jerawatan",Acnes Creamy Wash
Vindy_Agustina_Nugraheni,4,18-08-2021 8:01,fake,positive,"produk acnes emang gak pernah ngecewain, harganya murah dan worth banget kok! di marketplace ada banyak",Acnes Creamy Wash
ifrss,4,18-08-2021 1:15,trusted,positive,"facial wash ini seriiing banget direkomendasiin sama beauty vlogger di yutub kalo kalian search dengan keyword ""skincare untuk jerawat"", inii baguss sii, tapi akan lebih maksimal emang dipake orang yang tipe kulitnya berminyak dan berjerawat, ini enakk lohh dipake, cuman kadang drying di u zone ku, teksturnya kek foam padet gituu, busanya lumayan banyak, kerasaaa banget deep cleansingnya, ini bikin keset kalo di aku, kadang drying jugaaa, ini nyaman banget dipake waktu abis keluar gituu, karena deep cleansingnya dapet banget, ini ada baunya ya gaes, kek bau jeruk seger gituuu. Kalo kalian bertanya gimana hasilnya di aku? dan kenapa ini direkomendasiin buat kulit berjerawat? untuk alasan spesifik kenapa ini direkomendasiin buat kulit berjerawat itu aku gatau yaa, karena setauku, facial wash juga gabisa ngilangin jerawat. Untuk resultnya di aku, ini yaa kek fw biasanya, bagus buat deep cleans, gatau tapi buat jerawat, aku make ini waktu kondisi mukaku lagi baik baik aja. Kalo dari produknya sendiri, ada claim untuk Anti Bakteri, tapi gatau aku, intinya ini 4/5 kalo dari aku. Btw ini engga alcohol free, juga masi ada fragrancenya, but this can't be problem for me.",Acnes Creamy Wash
nisasalsa,4,15-08-2021 23:54,trusted,positive,"sempet pake ini pas sma dulu, produk ini di aku agak bikin kulit ketarik terus ada fragrancenya juga tapi dia emang bikin kulitku kerasa bersih sih, tapi ya reaksi di tiap kulit kan beda beda yaa, aku tipe kulit yang sensitif jadi agak riskan pas pake produk ini",Acnes Creamy Wash
RabbitGecko,4,15-08-2021 12:12,trusted,positive,"Menurutku produk ini cocok untuk kulit berminyak dan berjerawat, tetapi bisa membuat kulit kering jadi lebih cocok untuk dipakai sekali sehari. Saat pertama kali memakai aku scrub cukup lama, berasa seperti di-exfoliate dan pipi menjadi kering.",Acnes Creamy Wash
Alfiaaaa,5,14-08-2021 19:14,trusted,positive,"Ini tu sabun muka pertama aku 😭😭😭 ih dia ampuh bgt si di muka aku yg suka batiba muncul jiriwit.. Eh dia juga rumah buat kulit muka aku ni 😩💓 klo lgi coba skincare baru trus ga cocok pasti balik pake fw ini, cuma dia emng bikin kulit kyk ketarik gitu selesai kita pake..",Acnes Creamy Wash
annisalt,4,14-08-2021 11:24,trusted,positive,"Sebenernya aku pakai ini udh dulu, pas smp kls 7. Pakai ini krn fwnya wardah acne series gak ada di mana-mana, ganti keformula baru yg sekarang jd wardah acnederm. Penasaran sama acnes ini krn beauty vlogger dan dia juara bgt ngehilangin jerawat! Dan pada saat itu acnes ini lumayan hype. Tapi sayang sekali setelah setahun pakai, dia lama kelamaan kaya ga 'mempan' gt buat jerawat, huhu sayang sekali padahal enak bgt😭 . Dan sekarang udah gak pakai ini.",Acnes Creamy Wash
kazuya_,2,12-08-2021 17:33,trusted,negative,Awalnya pake ini karena lihat review di youtube dan hasilnya bagus tapi ternyata setelah ku coba malah ga cocok:( malah buat bruntusan kecil²di area sekitar dahi tapi memang gak semua yg di rekomendasiin cocok buat muka tergantung jenis kulit,Acnes Creamy Wash
missriviu,5,11-08-2021 17:09,trusted,positive,"lembut di muka, busanya juga pas dan nggak bikin muka kering setelah dicuci. pas make produk ini aku juga ngerasa wajahku lebih kalem dan jerawat juga jadi cepat kering dan bekasnya memudar lebih cepat. aku juga suka wanginya yang beraroma jeruk bikin rileks. Bakal repurchase.",Acnes Creamy Wash
nntjung,3,11-08-2021 16:47,trusted,neutral,"Klaim buat jerawat ga berasa efeknya, tapi ini gentle dan ga bikin kering. Di aku ini sabun yang fungsi nya cuma bersihin yang ringan2 aja, ga ada efek lain. Repurchase gak, krn masih pengen cobain yang lain...",Acnes Creamy Wash
VanessaLiu,4,09-08-2021 14:43,fake,positive,ini bagus poll ya gaes..mukaku itu berminyak + jerawat bruntusan..aku pakai ini cocok.. jadi aku rekomenkan pake wash face yang satu ini..moga bisa membantu gaesssss...jangan lupa cobaiinnnn yaaa ~Ditunggu Jangan Sampai Ke Tinggalan..,Acnes Creamy Wash
vini,2,08-08-2021 13:35,trusted,negative,"Pertama kali coba pakai acnes creamy wash ini setelah mencuci muka kulit seperti terasa tebal dan peeling. Setelah itu kulit terasa perih apalagi dibagian yang ada jerawatnya. Rasanya sakit, perih, merah & panas seperti terbakar. Pengalaman mencuci muka yg sangat tidak nyaman. Seperti saya tidak akan menggunakan nya lagi. Sayang baru dipakai satu kali. Repurchase:of course not. Sorry. Ini pengalaman saya pribadi, bukan berarti akan sama pada orang lain. karena bisa jadi tidak cocok disaya tp cocok utk orang lain. Tidak ada salahnya jika ingin mencoba. Ok.",Acnes Creamy Wash
Angelicasmaria,3,08-08-2021 10:16,trusted,neutral,"Aku pake ini dulu banget sih tapi yang aku inget, kulitku yang acne prone plus sensitif ini kurang cocok sama facial wash acnes yang ini. Karena ga memperbaiki kondisi kulitku sama sekali, bahkan kayaknya jerawat makin banyak dehh, aromanya juga kurang suka",Acnes Creamy Wash
lucydnr,4,05-08-2021 13:59,trusted,positive,Pokonya kalo brand acnes sebenernya diaku cocok cocok aja. Cuma emang prosesnya yang makan waktu cukup lamaa. Dari semua produk yang paling aku suka itu face washnya mau yg foam atau yg creamy washnya. Varian yg manapun diaku gaada masalah. Tapi yang paling sering aku pake ya yg acne normal aja,Acnes Creamy Wash
gitaask_,4,04-08-2021 3:40,trusted,positive,"Gue setiap ngereview hampir selalu nulis ""menurut gue"" & ""di gue"". Nah, produk ini di gue bagus. Tapi menurut gue klaim dia yang untuk jerawat itu kurang beuh gitu di jerawat-jerawat dahi gue. Sisanya, produk ini menyegarkan dan cukup untuk membersihkan kotoran di bagian kulit terluar aja sih. Kalau pakai ini perlu banget 3 steps bersihin kulit wajah.",Acnes Creamy Wash
zilvia28,4,03-08-2021 14:28,trusted,positive,"Ini salah satu fw yg uda nyelametin wajahku yg timbul jerawat setelah rias di salon. Teksturnya creamy, ga bikin wajah panas, ga bikin ketarik, berasa fresh aja. Walaupun bau nya ngingatin aku sm syampoo. Minusnya sih terkadang ada harinya setelah cumuk pakek fw ini, tiba2 muncul jerawat walaupun kecil. Terima kasih",Acnes Creamy Wash
wulanindah15,1,03-08-2021 11:30,fake,negative,"Entah kenapa gak cocok sama fw acnes.waktu mukaku jerawatan dan bruntusan parah aku direkomen ini sama temenku, tapi pas nyoba malah bikin bruntusan dan jerawatku tambah banyak.huhu sedih padahal harganya murah dan gampang dicari di toko 😢",Acnes Creamy Wash
amalinyvanilla,3,03-08-2021 9:17,trusted,neutral,"Face wash acnes ini bikin kulitku ketarik. Ngerasa bersih sih habis cuci muka pake ini, tapi keringnya bikin ga tahan. Harganya murah dan gampang dicari. Sebagai kulit combi dan acne prone sih aku ga akan beli lagi. Tapi skincare cocok2an sih ya.",Acnes Creamy Wash
ulimafaatiha,5,03-08-2021 8:03,fake,positive,"sebenernya baguuss yaaa kalo cocok! dia ini fw yang finishingnya keset gitu! di aku ga cocok karena masih ada sls nya🏃 aku ga cocok kalo ada kandungan itu nya heheehh, tapi di temenku yang acne prone ini baguss kok❤️",Acnes Creamy Wash
intannuraini000,5,02-08-2021 20:13,trusted,positive,sabun cuci muka yang emang terdebest lah pokoknya udah hampir habis berapa tube dah udah hampir dua tahun pakek ini sangat bagus buat ak kalo lagi jerawatan karna dia bantu sedikit untuk.menghilangkan jerawat nya sangat cocok di aku cinta banget sama acnes creamy wash,Acnes Creamy Wash
ellak_viw,2,02-08-2021 14:21,trusted,negative,"sedih sih karena kurang cocok di aku, padahal banyak temen yang ngerekomendasiin produk ini. di aku dia ngasih efek kering dan malah memicu jerawat dan beruntusan, ditambah dia bikin area sekitar mulut dan pipi kering sampe ngelopek dan area t zone ku over oily. mungkin antara kandunganya yang terlalu keras atau muka aku yang terlalu sensitive. tapi banyak kok temen aku yang cocok jadi gak ada salahnya kalau pengen coba. good luck buat yang pengen cobain",Acnes Creamy Wash
rahmaw,2,02-08-2021 12:01,trusted,negative,"sorry Acnes, facial wash ini bikin muka aku ketarik dan bruntusan huhu padahal temenku make fine fine aja gaada efek aneh aneh, buat ngurangi jerawatpun katanya juga kurang nampol, daaan aku ga sempet habisin facial wash ini karena ga nyaman.",Acnes Creamy Wash
tsuyusauce,4,31-07-2021 1:30,trusted,positive,"Ini adalah facial wash yang menyembuhkan aku dari jerawat jerawat waktu SMA dan serangkaian produk acnes lainnya, sekarang pun jerawat tetap ada tapi gak bandel kayak dulu. Facial wash ini banyak busanya tapi aman dan enak, gak ngasih claim atau janji aneh aneh hanya kontrol sebum sama bersih aja dan itu berhasil.",Acnes Creamy Wash
bellaaapw,5,30-07-2021 14:45,fake,positive,"Suka banget sebelumnya Uda pernah pakai yg varian oily, trus karena pas jerawaten dan pengen penetralan abis pakek cream dokter, ini cocok bgt di aku ga bikin jerawaten, bruntusan juga berkurang, nahan minyak juga,,pokoknya bagus murah juga",Acnes Creamy Wash
4yukningrum,5,30-07-2021 14:05,fake,positive,"karena kulitku berminyak dan ga semua produk cocok, ini adalah sabun cuci muka yang bisa bikin wajahku santai dan normal.. selalu repurchase berulang kali. senang dongs apalagi harganya yang murah dan gampang dijumpai di toko manapun..",Acnes Creamy Wash
Eka_Maula,5,30-07-2021 10:56,fake,positive,"awalnya maju mundur mau beli produk ini, tapi nekat aja coba coba karena harganya yang ramah dikantong, jadi kalau misal gak cocok gak begitu rugi, tapi ternyta setelajlh dipakai nyaman dikulit gak buat ketarik dan wajah jadi seger.. wajah juga gak kering",Acnes Creamy Wash
siskaazee,4,29-07-2021 9:31,fake,positive,"aku udah pake ini bertube tube, dan bagus sebenernya, tapi lama kelamaan kayak komedo ku juga masih banyak gitu dan buat wajah rada ketarik, terus sekarang aku lagi mau nyobain yang hadalabo semoga cocok",Acnes Creamy Wash
ExshantySP,4,29-07-2021 2:04,trusted,positive,"nahhh aku pake ini agak cocok nihh, aku pake lumayan lama, sampe habis beberapa tube. dan setahun lebih ku pakai, emang jerawatku jd cepet sembuh tapi kulitku jd kering kerontang:( mukaku serasa di tarik2 kalau habis cuci muka, ku kira itu masih normal sampe setahun baru ku sadar😂",Acnes Creamy Wash
purimuhammad_,5,28-07-2021 3:07,trusted,positive,"Jadi waktu itu aku tu pernah ikutan giveaway, dan aku dapet produk ini. Dan berhubung aku itu orangnya penasaran makanya aku langsung cobain, aroma nya itu wangi banget, karena wanginya itu kalem tidak terlalu menyengat dan alhamdulillah produk nya cocok dikulit ku. Setelah memakai produk itu aku ngerasa kulit ku itu terasa halus saat di sentuh.",Acnes Creamy Wash
niarahmadina,4,27-07-2021 5:28,trusted,positive,nyoba gw ini dari saran abangku sih. wanginya aku kurang suka krn ga wangi. tapi klo jerawat baru muncul itu bisa kempes dan mengering dalam bbrp hari. fwnya ga bikin kulit ketarik dan kulitku jadi kenyal gitu.,Acnes Creamy Wash
tyashiphora,3,26-07-2021 10:09,trusted,neutral,Aku pernah darurat beli ini pas sabun dari dokter udah abis tapi belom sempet ke dokter lagi. Beli ini karena kata temen aku bagus. Tapi di aku ga sama sekali. Kering kerontang dan ketarik banget mukaku dibuatnya. Kok bisa ya dulu tahan berbulan2 pake ini 🥲,Acnes Creamy Wash
alfanabs,4,26-07-2021 6:52,trusted,positive,"Aku beli ini pas wajahku lagi breakout parah. Fw ini bikin mukaku panas kering gitu setelah pemakaian, tapi dia ngeringin jerawatku dan berangsur-angsur sembuh. Jadi setelah pake fw aku selalu pake hydrating toner dan moisturizer buat netralisir keringnya tadi. Produk Acnes emang the best sih buat masalah jerawat..",Acnes Creamy Wash
deiyaaaa,4,25-07-2021 10:50,trusted,positive,aku pakai ini sudah setahunan sejak tahu dari kakak aku. lumayan banget sih untuk wajahku yang sensitif jadinya aku bertahan untuk tetap pakai produk ini sampai sekarang. waktu pertama memang rasanya kayak ketarik begitu tapi sampai kesini jadi enggak kok.,Acnes Creamy Wash
miasukowati,3,24-07-2021 18:07,fake,neutral,"Tahu merk ini pas jaman SMA karena temen pake satu rangkaian ini. Selama SMA pake ini dan seinget gw jerawat ya tetep tumbuh subur, muka gw berminyak dan make ini buat muka kering juga deh, abis make ini kaya ketarik gitu. terbaik mantap beli aja kalo ga percaya sekarang",Acnes Creamy Wash
Chandraadinda,4,24-07-2021 14:55,trusted,positive,facial wash paling ngebersihin yang pernah ku coba. udah repcs berkali2 tp harusberhenti karna emang bikin kulit ketarik dan kering kalo ga buru2 pake toner kadang gatel dan merah karna dehidrasi kulitnya. padahal bersih bgt ini:(((????,Acnes Creamy Wash
Eryka_kusuma24,4,23-07-2021 12:42,trusted,positive,Ga nyangka cocok sama produk ini .. bikin muka bersih ga keset juga ga begitu kering .. dpake nya enak lembut banget tapi bikin bersih .. bau nye lemon seger kaya neogen yang lemon .. ga bikin aneh2 dmuka pokok nya enak lah bisa jadi list fw fav setelah hadalabo ..,Acnes Creamy Wash
tigaaapagi,5,22-07-2021 16:14,trusted,positive,"Jadi ini tuh kesukaan aku, aku sering pakai ini. kalau pun aku coba ganti sabun cuci muka yg lain, pasti bakal balik lagi. apalagi pas jerawat atau breakout, balik lagi pake ini karna emang secinta dan seampuh itu, bagusnya bukan main. untuk wajah combinasi cocok banget pake acnes yg ini, selain mengurangi minyak berlebih juga mengatasi wajah berjerawat. uhhh luvv banget deh pokonya",Acnes Creamy Wash
Vinyanisa,5,22-07-2021 11:53,trusted,positive,"Udah pake fashwash ini 5 tahun++. Udah gonta ganti fashwash lain, tetep balik ke dia. Kadang juga suka selang seling sama fw yg lain. Dia teksturnya cream warna putih, lumayan banyak busanya, setelah dibilas ngga ada kesan muka ketarik atau perih. Berasa bersih dan lembab. Fw ini juga salah satu penyelamatku dikala muka jerawatan, bikin jerawat calm dan kempesan.",Acnes Creamy Wash
rikaaaaams,4,21-07-2021 16:52,trusted,positive,"Karna dulu bingung banget cari Facial wash nah pas ketemu ini dan riview nya cukup bangus akhirnya aku coba ini, dannnn cocok ternyata harganya juga bener bener murah banget sih di bawah 50ribu pake ini karna namanya acne mungkin bakal ngaruh dan ternyata aku cocok hanya saja ini tuh ga bikin muka lembab/ kenyal habis pakai nya",Acnes Creamy Wash
